# {"t_start": 1568036757.2229385, "env_id": "Pendulum-v0"} 
obnow,action,obnext,reward
[ 6.25451787e+00 -2.43470324e-05],[0.14331225],[ 9.99589117e-01 -2.86635133e-02 -2.43470324e-05],-0.0008422907673657558
[ 6.23053244e+00 -2.13172538e-05],[0.26313695],[ 9.98614158e-01 -5.26285400e-02 -2.13172538e-05],-0.0028414530606283607
[-6.34612194e+00 -2.81778376e-05],[0.3144691],[ 9.98020144e-01 -6.28950916e-02 -2.81778376e-05],-0.004059733238155103
[ 6.13371862e+00 -3.15071831e-05],[0.7445463],[ 9.88850635e-01 -1.48910784e-01 -3.15071831e-05],-0.022894168082190892
[-8.00483908e-02 -2.26662267e-05],[0.39981014],[ 9.96797838e-01 -7.99629299e-02 -2.26662267e-05],-0.006567411630440653
[-6.36163087e+00 -1.11176745e-05],[0.39182317],[ 9.96924724e-01 -7.83651315e-02 -1.11176745e-05],-0.006307144382419558
[ 6.07553363e+00 -2.62684423e-05],[1.0308069],[ 9.78517748e-01 -2.06162597e-01 -2.62684423e-05],-0.04418123743908106
[-6.42398499e+00 -2.87441382e-05],[0.7016675],[ 9.90104090e-01 -1.40334927e-01 -2.87441382e-05],-0.02031648275013117
[-9.90346088e-02 -1.73658430e-05],[0.49435872],[ 9.9510008e-01 -9.8872802e-02 -1.7365843e-05],-0.010052072337421645
[-6.33187857e+00  5.96826443e-07],[0.24336953],[ 9.98814718e-01 -4.86740187e-02  5.96826443e-07],-0.002430265075646956
[-8.94649018e-02 -2.93957134e-05],[0.4467215],[ 9.96000684e-01 -8.93456038e-02 -2.93957134e-05],-0.008203265848609587
[-6.46432869e+00 -2.58595143e-05],[0.90076566],[ 9.83638350e-01 -1.80154366e-01 -2.58595143e-05],-0.033623835581554615
[ 6.16324993e+00 -4.56128883e-05],[0.59822834],[ 9.92816369e-01 -1.19648053e-01 -4.56128883e-05],-0.01474182601692158
[-1.74890407e-01 -3.28173576e-05],[0.86999327],[ 9.84745614e-01 -1.74000217e-01 -3.28173576e-05],-0.03134296888700449
[ 6.16760899e+00 -3.04734841e-06],[0.5765947],[ 9.93328489e-01 -1.15319179e-01 -3.04734841e-06],-0.013690311084909321
[-1.49101045e-01 -1.92823259e-05],[0.7427422],[ 9.88905017e-01 -1.48549212e-01 -1.92823259e-05],-0.02278250019687116
[-6.44993871e+00 -3.74108150e-05],[0.8298983],[ 9.86128839e-01 -1.65981667e-01 -3.74108150e-05],-0.02849480499168081
[-6.36845905e+00 -2.02849876e-05],[0.42584687],[ 9.96366397e-01 -8.51704293e-02 -2.02849876e-05],-0.007452783003780241
[-1.20167201e-01  1.64655885e-06],[0.5993911],[ 9.92788606e-01 -1.19878204e-01  1.64655885e-06],-0.014799445673298975
[-6.42554400e+00 -9.48208535e-06],[0.709388],[ 9.89884102e-01 -1.41878343e-01 -9.48208535e-06],-0.020769094896781762
[-1.20885851e-01 -9.93219823e-06],[0.6029556],[ 9.92702199e-01 -1.20591641e-01 -9.93219823e-06],-0.014976824381838394
[-6.33677947e+00 -9.18550399e-06],[0.26784086],[ 9.98564177e-01 -5.35685079e-02 -9.18550399e-06],-0.0029440235957037615
[-1.62095314e-01 -1.55997247e-05],[0.806928],[ 9.86891295e-01 -1.61386406e-01 -1.55997247e-05],-0.026925770668606398
[-1.26289257e-01 -2.10202272e-05],[0.6297638],[ 9.92036105e-01 -1.25953827e-01 -2.10202272e-05],-0.01634531334540271
[-2.35434947e-02 -2.69890537e-05],[0.11770027],[ 9.99722865e-01 -2.35413198e-02 -2.69890537e-05],-0.0005680860304331573
[-6.39140892e+00 -3.75866829e-05],[0.54005444],[ 9.94149538e-01 -1.08012477e-01 -3.75866829e-05],-0.01200360244560621
[-1.76379660e-01 -2.82071714e-05],[0.8773253],[ 9.84485392e-01 -1.75466559e-01 -2.82071714e-05],-0.03187898662132209
[-1.77649086e-01 -4.00288161e-05],[0.88357174],[ 9.84261857e-01 -1.76716149e-01 -4.00288161e-05],-0.032339185714845224
[ 6.15019484e+00 -1.87095432e-05],[0.6629896],[ 9.91169793e-01 -1.32598796e-01 -1.87095432e-05],-0.018125772016521238
[-6.37718409e+00 -3.74153598e-05],[0.46929333],[ 9.95585366e-01 -9.38604200e-02 -3.74153598e-05],-0.009055656090701492
[ 6.14396116e+00 -3.74562248e-05],[0.6938663],[ 9.90323963e-01 -1.38774811e-01 -3.74562248e-05],-0.01986429240131565
[-6.45396772e+00 -2.78843556e-05],[0.8497602],[ 9.85452095e-01 -1.69953430e-01 -2.78843556e-05],-0.029888248243224017
[-1.04505652e-01 -1.07936777e-05],[0.52157533],[ 9.94544252e-01 -1.04315531e-01 -1.07936777e-05],-0.0111933594078103
[-6.48715120e+00 -2.03848415e-05],[1.0127684],[ 9.79270970e-01 -2.02554602e-01 -2.03848415e-05],-0.04262737130306231
[-6.44781208e+00 -2.90596406e-05],[0.8194147],[ 9.86479590e-01 -1.63884165e-01 -2.90596406e-05],-0.027772937469442437
[ 6.18018797e+00 -2.10063222e-05],[0.5140719],[ 9.94700461e-01 -1.02815330e-01 -2.10063222e-05],-0.010872505649482788
[ 6.20218292e+00 -1.50393289e-05],[0.40456477],[ 9.96721100e-01 -8.09138337e-02 -1.50393289e-05],-0.0067249373828827674
[-9.56454571e-02 -1.34759970e-05],[0.47749656],[ 9.95429459e-01 -9.54996955e-02 -1.34759970e-05],-0.009375927565118536
[ 6.19242463e+00 -2.50141325e-05],[0.45317447],[ 9.95884076e-01 -9.06361225e-02 -2.50141325e-05],-0.008442640821968252
[-3.94112498e-02 -8.16253462e-06],[0.19700266],[ 9.99223477e-01 -3.94010481e-02 -8.16253462e-06],-0.0015920244995328633
[ 6.07579966e+00 -3.26403582e-05],[1.029503],[ 9.78572560e-01 -2.05902269e-01 -3.26403582e-05],-0.0440680047038418
[-1.18653047e-01 -1.84230112e-05],[0.59186995],[ 9.92968982e-01 -1.18374833e-01 -1.84230112e-05],-0.0144286370707234
[-2.15380789e-01 -2.15298860e-05],[1.0685911],[ 9.76895083e-01 -2.13719434e-01 -2.15298860e-05],-0.04753030748378761
[-7.50720102e-02 -9.01058591e-06],[0.37500533],[ 9.97183420e-01 -7.50015149e-02 -9.01058591e-06],-0.0057763680826892864
[-1.53018182e-01 -2.10184425e-05],[0.7621044],[ 9.88315544e-01 -1.52421739e-01 -2.10184425e-05],-0.02399504567499592
[-1.33096694e-01 -1.90160417e-05],[0.66351503],[ 9.91155703e-01 -1.32704080e-01 -1.90160417e-05],-0.0181547290715594
[ 6.17984954e+00 -9.22868092e-06],[0.51575685],[ 9.94665609e-01 -1.03151957e-01 -9.22868092e-06],-0.010944190550600622
[-6.48899692e+00 -2.23570601e-05],[1.0218033],[ 9.78895444e-01 -2.04361713e-01 -2.23570601e-05],-0.04340204234491017
[-1.54855327e-01 -1.71351550e-05],[0.77118146],[ 9.88033855e-01 -1.54237159e-01 -1.71351550e-05],-0.02457462788088036
[ 6.16526974e+00 -4.50203205e-06],[0.5882109],[ 9.93056010e-01 -1.17642510e-01 -4.50203205e-06],-0.014250020924530446
[-1.34303419e-01 -6.85449047e-06],[0.6694977],[ 9.90994844e-01 -1.33900035e-01 -6.85449047e-06],-0.0184855434148069
[-1.44902458e-01 -1.89740494e-05],[0.72197574],[ 9.89519995e-01 -1.44395911e-01 -1.89740494e-05],-0.021517696531394875
[-2.32025403e-01 -3.43236430e-05],[1.1497366],[ 9.73202652e-01 -2.29949122e-01 -3.43236430e-05],-0.05515688582712642
[ 6.10596612e+00 -1.68340575e-05],[0.8814612],[ 9.84337735e-01 -1.76293003e-01 -1.68340575e-05],-0.032183317161745814
[ 6.10383744e+00 -1.37738615e-05],[0.8919348],[ 9.83960235e-01 -1.78387939e-01 -1.37738615e-05],-0.032960958328617014
[ 6.06003924e+00 -3.37488083e-05],[1.106486],[ 9.75206055e-01 -2.21298778e-01 -3.37488083e-05],-0.05101772617211665
[-1.84508189e-01 -1.46956146e-05],[0.917312],[ 9.83026599e-01 -1.83463093e-01 -1.46956146e-05],-0.03488446206227302
[-6.51134564e+00 -2.45809141e-05],[1.1309232],[ 9.74084149e-01 -2.26185919e-01 -2.45809141e-05],-0.05333556476444696
[ 6.11929353e+00 -1.81442154e-05],[0.81579095],[ 9.86599777e-01 -1.63159062e-01 -1.81442154e-05],-0.027525733319884966
[ 6.12906613e+00 -1.79946384e-05],[0.7675448],[ 9.88147129e-01 -1.53509776e-01 -1.79946384e-05],-0.024341568525495485
[-1.01067586e-01 -1.09541193e-05],[0.50447685],[ 9.94897018e-01 -1.00895612e-01 -1.09541193e-05],-0.010469043030422615
[-6.44105843e+00 -1.01252277e-05],[0.78608775],[ 9.87563900e-01 -1.57218137e-01 -1.01252277e-05],-0.025541697086275187
[-2.44454722e-01 -3.30469009e-05],[1.210128],[ 9.70269441e-01 -2.42027294e-01 -3.30469009e-05],-0.061221712839559475
[-6.54644016e+00 -2.51460276e-05],[1.301117],[ 9.65548103e-01 -2.60224637e-01 -2.51460276e-05],-0.0709953583798522
[-6.42046295e+00 -4.67578720e-06],[0.68423384],[ 9.90592212e-01 -1.36846882e-01 -4.67578720e-06],-0.019313263728279746
[-6.45100496e+00 -7.15406754e-07],[0.8351656],[ 9.85951300e-01 -1.67033035e-01 -7.15406754e-07],-0.02886092676878637
[-6.48521333e+00 -2.30043716e-05],[1.0032781],[ 9.79661656e-01 -2.00656520e-01 -2.30043716e-05],-0.041821425038105715
[-6.50182366e+00 -7.18460247e-06],[1.0845002],[ 9.76193697e-01 -2.16900592e-01 -7.18460247e-06],-0.04897871220825994
[ 6.11693236e+00 -1.99633938e-05],[0.8274351],[ 9.86211782e-01 -1.65488130e-01 -1.99633938e-05],-0.028324358867840373
[-6.50817671e+00 -1.69356918e-05],[1.1154852],[ 9.74796024e-01 -2.23097986e-01 -1.69356918e-05],-0.05186505961023593
[-1.57022386e-01 -1.07067854e-05],[0.7818871],[ 9.87697294e-01 -1.56377923e-01 -1.07067854e-05],-0.025267208987566524
[-6.40804860e+00 -1.28796768e-05],[0.6226917],[ 9.92214702e-01 -1.24539093e-01 -1.28796768e-05],-0.01597842647750492
[-6.42686113e+00 -4.63434662e-06],[0.7159094],[ 9.89696372e-01 -1.43182021e-01 -4.63434662e-06],-0.021155201381382594
[-6.50034479e+00 -2.19138217e-05],[1.0772787],[ 9.76513396e-01 -2.15456696e-01 -2.19138217e-05],-0.048318296133264334
[-6.45420983e+00 -4.88044279e-06],[0.8509579],[ 9.85410919e-01 -1.70192012e-01 -4.88044279e-06],-0.029973432364000574
[-1.59080932e-01  4.04239521e-06],[0.7920557],[ 9.87373291e-01 -1.58410811e-01  4.04239521e-06],-0.02593415962535195
[-6.54317629e+00 -3.20766507e-05],[1.2853508],[ 9.66392296e-01 -2.57071837e-01 -3.20766507e-05],-0.06924660359869095
[-6.53369627e+00 -2.65831557e-05],[1.2394884],[ 9.68785880e-01 -2.47899008e-01 -2.65831557e-05],-0.0642914097457151
[-6.49436313e+00 -1.15084454e-05],[1.0480552],[ 9.77784707e-01 -2.09611703e-01 -1.15084454e-05],-0.04569425001624454
[-2.15103167e-01 -2.59588627e-05],[1.0672334],[ 9.76954379e-01 -2.13448219e-01 -2.59588627e-05],-0.047407801368267805
[-2.22316018e-01 -1.48075310e-05],[1.1024431],[ 9.75389409e-01 -2.20489232e-01 -1.48075310e-05],-0.05063946339707563
[ 6.09248340e+00 -1.56407328e-05],[0.94773793],[ 9.81871433e-01 -1.89548119e-01 -1.56407328e-05],-0.037265124496124964
[-6.51562428e+00 -1.93217553e-05],[1.1517537],[ 9.73107468e-01 -2.30351590e-01 -1.93217553e-05],-0.0553539637737771
[-1.84389941e-01 -8.96132359e-06],[0.9167337],[ 9.83048286e-01 -1.83346850e-01 -8.96132359e-06],-0.03483988581060826
[ 6.13035774e+00 -9.11735655e-06],[0.7611644],[ 9.88344580e-01 -1.52233344e-01 -9.11735655e-06],-0.023935496150714122
[-1.76125869e-01 -2.62410332e-05],[0.87607694],[ 9.84529892e-01 -1.75216700e-01 -2.62410332e-05],-0.031787370401318335
[-2.38640642e-01 -1.83974689e-05],[1.181906],[ 9.71660200e-01 -2.36382012e-01 -1.83974689e-05],-0.058345818949861857
[-6.50735798e+00 -1.45569548e-05],[1.1114959],[ 9.74978355e-01 -2.22299815e-01 -1.45569548e-05],-0.05148848502707376
[-6.44899301e+00 -1.16565871e-05],[0.82524246],[ 9.86285367e-01 -1.65049007e-01 -1.16565871e-05],-0.02817302496151928
[-1.37964788e-01 -9.15244480e-06],[0.68763554],[ 9.90497945e-01 -1.37527527e-01 -9.15244480e-06],-0.019506999004036008
[-6.44968387e+00 -5.21621513e-06],[0.82865244],[ 9.86171105e-01 -1.65730360e-01 -5.21621513e-06],-0.028408350771141008
[-1.21965495e-01 -4.65131214e-06],[0.6083158],[ 9.92571425e-01 -1.21663335e-01 -4.65131214e-06],-0.015245573403523557
[-1.34118307e-01 -1.88122710e-05],[0.66857815],[ 9.91019613e-01 -1.33716588e-01 -1.88122710e-05],-0.018434464817427335
[-1.43416771e-01 -1.60033160e-05],[0.71462417],[ 9.89733430e-01 -1.42925635e-01 -1.60033160e-05],-0.02107882853355919
[ 6.17938568e+00 -2.77462646e-05],[0.5180601],[ 9.94617654e-01 -1.03613329e-01 -2.77462646e-05],-0.011042460332407618
[-6.35403651e+00 -1.55883948e-05],[0.35395578],[ 9.97491103e-01 -7.07919449e-02 -1.55883948e-05],-0.005145067889218825
[ 6.24552119e+00 -2.98381495e-05],[0.18826745],[ 9.99290791e-01 -3.76552081e-02 -2.98381495e-05],-0.0014539177060210455
[-6.35383223e+00 -4.01508646e-05],[0.35293102],[ 9.97505544e-01 -7.05881755e-02 -4.01508646e-05],-0.005115265140955534
[-2.00412122e-02 -3.07322819e-05],[0.10019199],[ 9.99799182e-01 -2.00398707e-02 -3.07322819e-05],-0.00041162712768851283
[-6.30690579e+00 -2.91975931e-05],[0.11858438],[ 9.99718683e-01 -2.37182584e-02 -2.91975931e-05],-0.0005766543858781996
[ 6.23626388e+00 -3.16909006e-05],[0.23451394],[ 9.98899392e-01 -4.69042112e-02 -3.16909006e-05],-0.0022564684558228553
[-8.87742462e-02 -3.48829617e-05],[0.44327956],[ 9.96062154e-01 -8.86576891e-02 -3.48829617e-05],-0.008077054010673228
[-6.36524308e+00 -4.22719096e-05],[0.4098191],[ 9.96635150e-01 -8.19657169e-02 -4.22719096e-05],-0.006901083432930808
[ 6.22555906e+00 -6.03382439e-05],[0.28795666],[ 9.98340067e-01 -5.75943617e-02 -6.03382439e-05],-0.0034033564392848405
[-1.36944908e-01 -3.91694410e-05],[0.6825763],[ 9.90637692e-01 -1.36517267e-01 -3.91694410e-05],-0.01921928187513254
[ 6.19000129e+00 -4.84298851e-05],[0.46523514],[ 9.95661510e-01 -9.30492221e-02 -4.84298851e-05],-0.008899254347966703
[-6.46293983e+00 -3.34757971e-05],[0.89393294],[ 9.83887611e-01 -1.78788058e-01 -3.34757971e-05],-0.0331102035278009
[ 6.10930547e+00 -3.46336113e-05],[0.8650147],[ 9.84920951e-01 -1.73004972e-01 -3.46336113e-05],-0.030981845275145296
[-2.24874177e-01 -4.08324927e-05],[1.114903],[ 9.74822171e-01 -2.22983709e-01 -4.08324927e-05],-0.05181048605962498
[-6.55523960e+00 -1.29077467e-04],[1.3435625],[ 9.63220917e-01 -2.68710745e-01 -1.29077467e-04],-0.075815191289592
[-2.06592839e-01 -2.77447270e-05],[1.025626],[ 9.78735493e-01 -2.05126388e-01 -2.77447270e-05],-0.04373193675906379
[ 6.16918709e+00 -4.11719621e-05],[0.56874746],[ 9.93509237e-01 -1.13751465e-01 -4.11719621e-05],-0.013318598060607511
[ 6.02976628e+00 -5.04991764e-05],[1.2535632],[ 9.68060880e-01 -2.50715240e-01 -5.04991764e-05],-0.06579134214213722
[ 6.00809887e+00 -3.39846307e-05],[1.3581423],[ 9.62401722e-01 -2.71630127e-01 -3.39846307e-05],-0.07751616480665176
[6.14157060e+00 5.19434082e-05],[0.7056883],[ 9.89989385e-01 -1.41141837e-01  5.19434082e-05],-0.020553456080056518
[-2.70003267e-01 -3.81090763e-05],[1.3336716],[ 9.63770025e-01 -2.66734586e-01 -3.81090763e-05],-0.07467941538383774
[-6.59071374e+00 -5.53241990e-05],[1.513508],[ 9.53084634e-01 -3.02703949e-01 -5.53241990e-05],-0.09686274141121176
[ 6.00997728e+00 -2.45237304e-05],[1.3491033],[ 9.62910257e-01 -2.69821862e-01 -2.45237304e-05],-0.07646203593556233
[ 6.07453332e+00 -1.87979518e-05],[1.0356991],[ 9.78311032e-01 -2.07141316e-01 -1.87979518e-05],-0.04460793361581054
[ 1.67023903e-01 -1.55922398e-04],[-0.83128047],[ 9.86083905e-01  1.66248408e-01 -1.55922398e-04],-0.028590618077180614
[ 1.77251963e-01 -1.45230937e-04],[-0.88166213],[ 9.84331957e-01  1.76325262e-01 -1.45230937e-04],-0.032198162900138515
[-12.97379234  -0.11819546],[1.928482],[ 0.9181455  -0.39624342 -0.11819546],-0.16623870843878583
[-11.94994113  -2.68446162],[1.1212224],[ 0.81594786  0.57812549 -2.68446162],-1.696542130161423
[ 6.03876405e+00 -7.55728410e-06],[1.2099715],[ 9.70277540e-01 -2.41994824e-01 -7.55728410e-06],-0.06120559715466871
[-6.59717726e+00 -2.79808949e-05],[1.5442828],[ 9.51108206e-01 -3.08857866e-01 -2.79808949e-05],-0.10097487690330331
[6.15829033e+00 1.01840786e-04],[0.6228547],[ 9.92210756e-01 -1.24570528e-01  1.01840786e-04],-0.015987976045389863
[-12.6112604   -0.66784528],[-0.11116981],[ 0.99899262 -0.04487471 -0.66784528],-0.0414311986617413
[ 6.03506106e+00 -3.05553111e-06],[1.2279282],[ 9.69374786e-01 -2.45586084e-01 -3.05553111e-06],-0.06307337315460548
[6.10949971e+00 4.46525550e-06],[0.86407095],[ 9.84954536e-01 -1.72813660e-01  4.46525550e-06],-0.030913382879253548
[-6.56562003e+00 -1.16715970e-05],[1.393472],[ 9.60379742e-01 -2.78694727e-01 -1.16715970e-05],-0.08171080464534572
[ 6.01052441e+00 -1.66977687e-05],[1.3464719],[ 9.63057739e-01 -2.69294989e-01 -1.66977687e-05],-0.07615649871285064
[-2.99453615e-01 -3.28529898e-05],[1.4749832],[ 9.55497814e-01 -2.94998181e-01 -3.28529898e-05],-0.09184705948694066
[-6.53860112e+00 -1.57722122e-05],[1.2632364],[ 9.67558325e-01 -2.52647753e-01 -1.57722122e-05],-0.06683260057156995
[-2.47205853e-01 -1.21520852e-05],[1.2234759],[ 9.69599922e-01 -2.44695713e-01 -1.21520852e-05],-0.06260732673837659
[-2.33030160e-01 -1.21588764e-05],[1.1546309],[ 9.72971118e-01 -2.30926837e-01 -1.21588764e-05],-0.05563594465767531
[ 6.03673856e+00 -1.60542818e-05],[1.2197945],[ 9.69785391e-01 -2.43959617e-01 -1.60542818e-05],-0.062223503758084414
[-6.49125319e+00 -8.51297505e-06],[1.0328478],[ 9.78431858e-01 -2.06569842e-01 -8.51297505e-06],-0.04435884159957849
[-6.44390996e+00 -1.07521860e-07],[0.80016464],[ 9.87111573e-01 -1.60033564e-01 -1.07521860e-07],-0.026472676506811524
[-6.36137165e+00  1.00118008e-05],[0.39053804],[ 9.96945005e-01 -7.81067075e-02  1.00118008e-05],-0.00626570253354749
[-6.35371962e+00  7.27908026e-06],[0.35238013],[ 9.97513486e-01 -7.04758422e-02  7.27908026e-06],-0.005099312472848283
[6.26389339e+00 1.37127679e-05],[0.09645718],[ 9.99813917e-01 -1.92907245e-02  1.37127679e-05],-0.000381508683817571
[6.17513147e+00 3.69238526e-06],[0.5392182],[ 9.94167862e-01 -1.07843697e-01  3.69238526e-06],-0.011966428496915638
[-6.39341503e+00 -1.64656347e-06],[0.5500356],[ 9.93930853e-01 -1.10006633e-01 -1.64656347e-06],-0.012453112841555957
[-5.33284302e-02  4.39709912e-06],[0.26651415],[ 9.98578376e-01 -5.33031568e-02  4.39709912e-06],-0.0029149747082361562
[-6.82790020e-02  3.36661534e-06],[0.34112564],[ 9.97669894e-01 -6.82259613e-02  3.36661534e-06],-0.004778411802567472
[6.2553115e+00 4.2852573e-06],[0.13935058],[ 9.99611551e-01 -2.78701930e-02  4.28525730e-06],-0.0007963793854759195
[-8.29864729e-02  5.11527268e-06],[0.41445708],[ 9.96558598e-01 -8.28912545e-02  5.11527268e-06],-0.0070585718172252255
[-6.35377355e+00  3.72401424e-06],[0.35264936],[ 9.97509684e-01 -7.05296406e-02  3.72401424e-06],-0.005107088334075728
[-4.20480439e-02 -3.85060764e-07],[0.21017672],[ 9.99116111e-01 -4.20356546e-02 -3.85060764e-07],-0.0018122106309760326
[6.19290822e+00 4.09629117e-07],[0.4507729],[ 9.95927791e-01 -9.01545084e-02  4.09629117e-07],-0.008353151819663306
[-5.72999566e-02  5.19726293e-06],[0.28634536],[ 9.98358807e-01 -5.72686064e-02  5.19726293e-06],-0.003365308473886366
[-1.05213803e-01 -4.19538490e-06],[0.5250981],[ 9.94470132e-01 -1.05019792e-01 -4.19538490e-06],-0.011345628112972076
[-6.36168728e+00  5.45431019e-07],[0.39210418],[ 9.96920302e-01 -7.84213716e-02  5.45431019e-07],-0.0063163101392935015
[-8.64947259e-02  4.45075548e-08],[0.43193582],[ 9.96261663e-01 -8.63869169e-02  4.45075548e-08],-0.00766790655020653
[ 6.19203464e+00 -4.29805486e-06],[0.4551217],[ 9.95848653e-01 -9.10244998e-02 -4.29805486e-06],-0.008515540762002054
[-6.33162287e+00 -1.04426944e-03],[0.22807746],[ 0.99882713 -0.04841863 -0.00104427],-0.002393265555166777
[-1.04160446e-01  2.29018237e-06],[0.5198607],[ 9.94580204e-01 -1.03972201e-01  2.29018237e-06],-0.011119677400310592
[-6.35619224e+00 -1.29925648e-06],[0.36471298],[ 9.97336178e-01 -7.29420911e-02 -1.29925648e-06],-0.005463017670673499
[ 3.48521990e-02 -1.27593672e-06],[-0.17422645],[ 9.99392724e-01  3.48451438e-02 -1.27593672e-06],-0.0012450350788290982
[ 6.24097366e+00 -7.11876563e-06],[0.21099634],[ 9.99109221e-01 -4.21991109e-02 -7.11876563e-06],-0.0018263124181237197
[-9.53310544e-02 -3.59397639e-06],[0.47593623],[ 9.95459435e-01 -9.51867251e-02 -3.59397639e-06],-0.009314490973198912
[ 6.18335168e+00 -1.64389934e-06],[0.49834234],[ 9.95020761e-01 -9.96678776e-02 -1.64389934e-06],-0.010215082589842283
[ 6.19901702e+00 -6.56522091e-06],[0.42034036],[ 9.96459940e-01 -8.40689446e-02 -6.56522091e-06],-0.00726093152890635
[ 6.19692759e+00 -6.83466847e-06],[0.43075243],[ 9.96282109e-01 -8.61507953e-02 -6.83466847e-06],-0.007625883085169102
[-1.43543929e-01 -1.34973093e-05],[0.7152523],[ 9.89715248e-01 -1.43051486e-01 -1.34973093e-05],-0.021116251518060153
[ 6.22449252e+00 -6.29490824e-06],[0.29329285],[ 9.98278073e-01 -5.86590902e-02 -6.29490824e-06],-0.003530826446664728
[-8.63816736e-02 -7.98581167e-06],[0.43136868],[ 9.96271423e-01 -8.62742866e-02 -7.98581167e-06],-0.007647803491659297
[-1.25795822e-01 -1.24335400e-05],[0.6273118],[ 9.92098134e-01 -1.25464307e-01 -1.24335400e-05],-0.016217952662032863
[-1.17706783e-01 -8.19307126e-06],[0.58717203],[ 9.93080551e-01 -1.17435169e-01 -8.19307126e-06],-0.014199561283939578
[-31.67590019  -1.36959621],[1.2150443],[ 0.96639675 -0.25705509 -1.36959621],-0.23670493531818398
[ 6.16198842e+00 -1.58728713e-05],[0.60450333],[ 9.92664643e-01 -1.20900401e-01 -1.58728713e-05],-0.015053917444036719
[6.20100098 0.01062575],[0.55479985],[ 0.99662477 -0.08209184  0.01062575],-0.007160971383417917
[-7.37456233e-02 -4.46525341e-06],[0.36839363],[ 9.97282024e-01 -7.36787982e-02 -4.46525341e-06],-0.005574097895157249
[-5.64663339e-02 -7.09203156e-07],[0.282186],[ 9.98406200e-01 -5.64363320e-02 -7.09203156e-07],-0.00326807179715687
[-4.72049540e-02 -8.04253421e-06],[0.23593397],[ 9.98886053e-01 -4.71874247e-02 -8.04253421e-06],-0.002283934561906226
